Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,saved_path,detail_specs_html_path
DELL Inspiron 14 5441 5mnk1,Dell,Qualcomm,Snapdragon X Plus,100,3.4,16.0,LPDDR5X,8448,512,14.0,1920 x 1200,60,Qualcomm,1.53,3Cell 54Wh,31990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-14-5441-5mnk1.html,data/anphat/raw_htmls\dell_17.html,data/anphat/detail_htmls\dell_17_specs.html
Nb DELL Mobile Precision 3590,Dell,Intel,Core Ultra 7,165,5.0,16.0,DDR5,5600,512,15.6,1920 x 1080,60,NVIDIA,1.62,"3-cell, 42Wh",48990000,https://www.anphatpc.com.vn/laptop-nb-dell-mobile-precision-3590.html,data/anphat/raw_htmls\dell_20.html,data/anphat/detail_htmls\dell_20_specs.html
DELL Xps 9350 Xps9350 U5ia165w11gr Fp,Dell,Intel,Core Ultra 5,226,4.5,16.0,LPDDR5X,8533,512,13.4,2560 x 1600,,Intel,1.21,3Cell 55WHrs,59990000,https://www.anphatpc.com.vn/laptop-dell-xps-9350-xps9350-u5ia165w11gr-fp.html,data/anphat/raw_htmls\dell_21.html,data/anphat/detail_htmls\dell_21_specs.html
DELL Latitude 5450 Btx Base 42lt545001,Dell,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,512,14.0,1920 x 1080,60,Intel,1.4,"3-cell, 54 Wh",32990000,https://www.anphatpc.com.vn/laptop-dell-latitude-5450-btx-base-42lt545001.html,data/anphat/raw_htmls\dell_22.html,data/anphat/detail_htmls\dell_22_specs.html
DELL 16 Plus Db16250 X65nw7,Dell,Intel,Ultra 7,256,4.8,16.0,DDR5,,1024,16.0,2K,,Intel,1.87,4cell 64Whr,36990000,https://www.anphatpc.com.vn/laptop-dell-16-plus-db16250-x65nw7.html,data/anphat/raw_htmls\dell_25.html,data/anphat/detail_htmls\dell_25_specs.html
DELL 16 Plus Db16250 X65nw9,Dell,Intel,Ultra 9,288,5.1,32.0,DDR5,,2048,16.0,2K,,Intel,1.87,4cell 64Whr,49990000,https://www.anphatpc.com.vn/laptop-dell-16-plus-db16250-x65nw9.html,data/anphat/raw_htmls\dell_24.html,data/anphat/detail_htmls\dell_24_specs.html
DELL 15 Dc15250 Dc5i5372w1,Dell,Intel,Core i5,1334,4.6,16.0,DDR4,,512,15.6,1920 x 1080,,Intel,1.65,"3 Cell, 41 Wh",17990000,https://www.anphatpc.com.vn/laptop-dell-15-dc15250-dc5i5372w1.html,data/anphat/raw_htmls\dell_27.html,data/anphat/detail_htmls\dell_27_specs.html
DELL 15 Dc15250 Dc5i7748w1,Dell,Intel,Core i7,1355,5.0,16.0,DDR4,,512,15.6,1920 x 1080,,Intel,1.65,4C 54Wh,21990000,https://www.anphatpc.com.vn/laptop-dell-15-dc15250-dc5i7748w1.html,data/anphat/raw_htmls\dell_28.html,data/anphat/detail_htmls\dell_28_specs.html
DELL Latitude 3450 L3450 1335u 08512u,Dell,Intel,Core i5,1335,4.6,8.0,DDR5,,512,14.0,1920 x 1080,,Intel,1.5,3Cell 42WHrs,19990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3450-l3450-1335u-08512u.html,data/anphat/raw_htmls\dell_29.html,data/anphat/detail_htmls\dell_29_specs.html
DELL Inspiron 15 3530 N3530 I3u085w11slu,Dell,Intel,Core i3,1305,4.5,8.0,DDR4,3200,512,15.6,1920 x 1080,120,Intel,1.65,"3 Cell, 41 Wh",13890000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3530-n3530-i3u085w11slu.html,data/anphat/raw_htmls\dell_30.html,data/anphat/detail_htmls\dell_30_specs.html
DELL 15 Dc15250 71071928,Dell,Intel,Core i5,1334,4.6,16.0,DDR4,,512,15.6,1920 x 1080,,Intel,1.65,"3 Cell, 41 Wh",18990000,https://www.anphatpc.com.vn/laptop-dell-15-dc15250-71071928.html,data/anphat/raw_htmls\dell_31.html,data/anphat/detail_htmls\dell_31_specs.html
DELL Inspiron 15 3530 71053721,Dell,Intel,Core i7,1355,5.0,16.0,DDR4,,512,15.6,1920 x 1080,120,Intel,1.62,4 Cell 54Whr,22990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3530-71053721.html,data/anphat/raw_htmls\dell_33.html,data/anphat/detail_htmls\dell_33_specs.html
DELL Latitude 3450 L3450 1335u 16512w,Dell,Intel,Core i5,1335,4.6,16.0,DDR5,5600,512,14.0,1920 x 1080,,Intel,1.5,3Cell 42WHrs,22990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3450-l3450-1335u-16512w.html,data/anphat/raw_htmls\dell_36.html,data/anphat/detail_htmls\dell_36_specs.html
DELL Inspiron 15 3520 25p2312,Dell,Intel,Core i5,1235,4.4,16.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.83,3 Cell,16900000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3520-25p2312.html,data/anphat/raw_htmls\dell_37.html,data/anphat/detail_htmls\dell_37_specs.html
DELL Latitude 3540 Adl Xcto 42lt354001,Dell,Intel,Core i5,1235,4.4,8.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.81,"3 Cell, 42 Wh",18990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3540-adl-xcto-42lt354001.html,data/anphat/raw_htmls\dell_38.html,data/anphat/detail_htmls\dell_38_specs.html
DELL Inspiron 16 5640 N6i7512w1,Dell,Intel,Core 7,150,5.4,16.0,DDR5,5200,1024,16.0,2560 x 1600,,NVIDIA,1.87,4Cell 54WHrs,33690000,https://www.anphatpc.com.vn/laptop-dell-inspiron-16-5640-n6i7512w1.html,data/anphat/raw_htmls\dell_41.html,data/anphat/detail_htmls\dell_41_specs.html
DELL Gaming G15 5530 1053700,Dell,Intel,Core i7,13650,4.9,16.0,DDR5,4800,512,15.6,1920 x 1080,120,NVIDIA,2.81,3Cell 56Wh,35900000,https://www.anphatpc.com.vn/laptop-dell-gaming-g15-5530-1053700.html,data/anphat/raw_htmls\dell_39.html,data/anphat/detail_htmls\dell_39_specs.html
DELL Inspiron 14 14 7440 2 In 1 N4i5006w1,Dell,Intel,Core 5,120,5.0,16.0,DDR5,5200,1024,14.0,1920 x 1200,,Intel,1.74,4Cell 54WHrs,31990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-14-14-7440-2-in-1-n4i5006w1.html,data/anphat/raw_htmls\dell_40.html,data/anphat/detail_htmls\dell_40_specs.html
DELL Inspiron 15 N3530 I7u161w11slu Bl,Dell,Intel,Core i7,1355,5.0,16.0,DDR4,3200,1024,15.6,1920 x 1080,120,Intel,1.62,4 Cell 54Whr,23990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-n3530-i7u161w11slu-bl.html,data/anphat/raw_htmls\dell_42.html,data/anphat/detail_htmls\dell_42_specs.html
DELL Inspiron 14 5440 71059084,Dell,Intel,Core 7,150,5.4,16.0,DDR5,5200,1024,14.0,2240 x 1400,,NVIDIA,1.56,4Cell 54WHrs,33990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-14-5440-71059084.html,data/anphat/raw_htmls\dell_43.html,data/anphat/detail_htmls\dell_43_specs.html
DELL Latitude 3550 42lt355001,Dell,Intel,Core i5,1335,4.6,8.0,DDR5,5600,512,15.6,1920 x 1080,,Intel,1.81,"3 Cell, 42 Wh",21990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3550-42lt355001.html,data/anphat/raw_htmls\dell_46.html,data/anphat/detail_htmls\dell_46_specs.html
DELL Latitude 3450 L3450 1335u 08512w,Dell,Intel,Core i5,1335,4.6,8.0,DDR5,,512,14.0,1920 x 1080,,Intel,1.5,3Cell 42WHrs,20990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3450-l3450-1335u-08512w.html,data/anphat/raw_htmls\dell_44.html,data/anphat/detail_htmls\dell_44_specs.html
DELL Latitude 7350 L7350 135u 16512w,Dell,Intel,Core Ultra 5,135,4.4,16.0,LPDDR5,6400,512,13.3,1920 x 1080,,Intel,1.15,3Cell 54WHrs,38990000,https://www.anphatpc.com.vn/laptop-dell-latitude-7350-l7350-135u-16512w.html,data/anphat/raw_htmls\dell_45.html,data/anphat/detail_htmls\dell_45_specs.html
DELL Latitude 3550 71047018,Dell,Intel,Core i5,1335,4.6,16.0,DDR5,,512,15.6,1920 x 1080,,Intel,1.81,"3 Cell, 42 Wh",23990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3550-71047018.html,data/anphat/raw_htmls\dell_50.html,data/anphat/detail_htmls\dell_50_specs.html
DELL Mobile Precision Workstation 3590,Dell,Intel,Core Ultra 7,165,5.0,16.0,DDR5,5600,512,15.6,1920 x 1080,60,Intel,,"3 Cell, 42WHr",46990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-3590.html,data/anphat/raw_htmls\dell_49.html,data/anphat/detail_htmls\dell_49_specs.html
DELL Mobile Precision Workstation 5680 71023332,Dell,Intel,Core i7,13800,5.2,16.0,DDR5,4800,512,16.0,1920 x 1200,60,NVIDIA,,6-cell 100Wh,85990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-5680-71023332.html,data/anphat/raw_htmls\dell_48.html,data/anphat/detail_htmls\dell_48_specs.html
ASUS Vivobook 15 X1502va Bq885w,Asus,Intel,Core i5,13420,4.6,8.0,DDR4,,512,15.6,1920 x 1080,60,Intel,1.7,"42WHrs, 3S1P, 3-cell",15700000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1502va-bq885w.html,data/anphat/raw_htmls\asus_4.html,data/anphat/detail_htmls\asus_4_specs.html
ASUS Vivobook 16x K3605vc Rp491w,Asus,Intel,Core i7,13620,4.9,16.0,DDR4,,512,16.0,1920 x 1200,144,NVIDIA,1.8,"50WHrs, 3S1P, 3-cell Li-ion",22990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-16x-k3605vc-rp491w.html,data/anphat/raw_htmls\asus_3.html,data/anphat/detail_htmls\asus_3_specs.html
ASUS Expertbook P1 P1403cva S61261w,Asus,Intel,Core i7,13620,4.9,16.0,DDR5,,1024,14.0,1920 x 1080,,Intel,1.44,3-cell 50WHrs,19900000,https://www.anphatpc.com.vn/laptop-asus-expertbook-p1-p1403cva-s61261w.html,data/anphat/raw_htmls\asus_2.html,data/anphat/detail_htmls\asus_2_specs.html
ASUS Rog Zephyrus G14 Ga403 RYZEN Ai 9 Ga403wm Qs058ws,Asus,AMD,Ryzen AI 9,370,5.1,32.0,LPDDR5X,7500,1024,14.0,2880 x 1800,120,NVIDIA,1.5,"73WHrs, 4S1P, 4-cell Li-ion (sạc nhanh 0-50% trong 30 phút)",59990000,https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g14-ga403-ryzen-ai-9-ga403wm-qs058ws.html,data/anphat/raw_htmls\asus_0.html,data/anphat/detail_htmls\asus_0_specs.html
ASUS Vivobook 15 X1502va Bq886w,Asus,Intel,Core i7,13620,4.9,16.0,DDR4,,512,15.6,1920 x 1080,,Intel,1.7,"42WHrs, 3S1P, 3-cell",17660000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1502va-bq886w.html,data/anphat/raw_htmls\asus_5.html,data/anphat/detail_htmls\asus_5_specs.html
ASUS Zenbook A14 Ux3407qa Qd299ws,Asus,Qualcomm,Snapdragon X  X1,100,2.97,16.0,LPDDR5X,,512,14.0,1920 x 1200,60,Qualcomm,0.99,3 Cell 70Whr,29990000,https://www.anphatpc.com.vn/laptop-asus-zenbook-a14-ux3407qa-qd299ws.html,data/anphat/raw_htmls\asus_7.html,data/anphat/detail_htmls\asus_7_specs.html
ASUS Rog Zephyrus G14 Ga403wp Qs045ws,Asus,AMD,Ryzen AI 9,370,5.1,32.0,LPDDR5X,,1024,14.0,2880 x 1800,,NVIDIA,1.5,"73WHrs, 4S1P, 4-cell Li-ion",61990000,https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g14-ga403wp-qs045ws.html,data/anphat/raw_htmls\asus_8.html,data/anphat/detail_htmls\asus_8_specs.html
ASUS Vivobook Go 15 E1504fa Bq1150w,Asus,AMD,Ryzen 5,7520,4.3,16.0,LPDDR5,,512,15.6,FHD,60,AMD,1.63,3 cell 42WHrs,12990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-go-15-e1504fa-bq1150w.html,data/anphat/raw_htmls\asus_9.html,data/anphat/detail_htmls\asus_9_specs.html
ASUS Vivobook Go E1404fa Eb482w,Asus,AMD,Ryzen 5,7520,4.3,16.0,LPDDR5,,512,14.0,FHD,60,AMD,1.38,3 cell 42WHrs,14490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-go-e1404fa-eb482w.html,data/anphat/raw_htmls\asus_10.html,data/anphat/detail_htmls\asus_10_specs.html
ASUS Vivobook X1404va Eb509w,Asus,Intel,Core i3,1315,4.5,8.0,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.4,"3 cell 42 Wh , Pin liền",12190000,https://www.anphatpc.com.vn/laptop-asus-vivobook-x1404va-eb509w.html,data/anphat/raw_htmls\asus_11.html,data/anphat/detail_htmls\asus_11_specs.html
ASUS Vivobook 15 X1504va Bq165w,Asus,Intel,Core 5,120,5.0,8.0,DDR4,,512,15.6,1920 x 1080,60,Intel,1.7,"3-cell, 42WHrs",16690000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1504va-bq165w.html,data/anphat/raw_htmls\asus_12.html,data/anphat/detail_htmls\asus_12_specs.html
ASUS Zenbook 14 Um3406ka Pp590ws,Asus,AMD,Ryzen AI 7,350,5.0,32.0,LPDDR5X,,1024,14.0,2880 x 1800,120,AMD,1.2,"75WHrs, 4S1P, 4-cell Li-ion",31990000,https://www.anphatpc.com.vn/laptop-asus-zenbook-14-um3406ka-pp590ws.html,data/anphat/raw_htmls\asus_15.html,data/anphat/detail_htmls\asus_15_specs.html
ASUS Vivobook S 14 Oled S5406sa Pp059ws,Asus,Intel,Core Ultra 5,258,4.8,32.0,LPDDR5X,,1024,14.0,2880 x 1800,120,Intel,1.3,"75 WHrs, 4-cell",35990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-14-oled-s5406sa-pp059ws.html,data/anphat/raw_htmls\asus_14.html,data/anphat/detail_htmls\asus_14_specs.html
ASUS Vivobook S14 S3407va Ly146w,Asus,Intel,Core 5,210,4.8,16.0,DDR5,,512,14.0,1920 x 1200,60,Intel,1.39,"70WHrs, 4S1P, 4-cell Li-ion",19490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s14-s3407va-ly146w.html,data/anphat/raw_htmls\asus_13.html,data/anphat/detail_htmls\asus_13_specs.html
ASUS Vivobook S 16 S5606ca Ri114ws,Asus,Intel,Core Ultra 5,225,4.9,16.0,LPDDR5X,,512,16.0,2880 x 1800,120,Intel,1.5,4-cell 75WHrs,28990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-16-s5606ca-ri114ws.html,data/anphat/raw_htmls\asus_16.html,data/anphat/detail_htmls\asus_16_specs.html
ASUS Expertbook P1503cva I308256 50w,Asus,Intel,Core i3,1315,4.5,8.0,DDR5,,256,15.6,1920 x 1080,,Intel,1.62,3-cell 50WHrs,11990000,https://www.anphatpc.com.vn/laptop-asus-expertbook-p1503cva-i308256-50w.html,data/anphat/raw_htmls\asus_17.html,data/anphat/detail_htmls\asus_17_specs.html
ASUS Zenbook 14 Ux3405ca Pz204ws,Asus,Intel,Core Ultra 9,285,5.4,32.0,LPDDR5X,,1024,14.0,2880 x 1800,120,Intel,1.28,4-cell 75WHrs,38990000,https://www.anphatpc.com.vn/laptop-asus-zenbook-14-ux3405ca-pz204ws.html,data/anphat/raw_htmls\asus_21.html,data/anphat/detail_htmls\asus_21_specs.html
ASUS Zenbook Duo Ux8406ca Pz109ws,Asus,Intel,Core Ultra 9,285,5.4,32.0,LPDDR5X,,1024,14.0,2880 x 1800,120,Intel,1.65,"4-cell, 75WHrs",61990000,https://www.anphatpc.com.vn/laptop-asus-zenbook-duo-ux8406ca-pz109ws.html,data/anphat/raw_htmls\asus_20.html,data/anphat/detail_htmls\asus_20_specs.html
ASUS Vivobook S 14 Oled M5406wa Pp071ws,Asus,AMD,Ryzen AI 9,370,5.1,32.0,LPDDR5X,,1024,14.0,2880 x 1800,120,AMD,1.3,"75WHrs, 4S1P, 4-cell Li-ion",33990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws.html,data/anphat/raw_htmls\asus_18.html,data/anphat/detail_htmls\asus_18_specs.html
