Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class,is_contact_price,norm_ram,norm_storage,norm_cpu,norm_weight,norm_screen,norm_price,price_million,base_performance_score,base_portability_score,has_price,ready_for_budget_filter,ready_for_performance_advice,is_light,is_heavy,is_small_screen,is_large_screen,Battery (Wh),norm_battery,gpu_score,battery_score,battery_available,gaming_score,ai_graphics_score,office_score,portability_score,general_score,is_gaming_ready,is_ai_ready,is_business_ready,is_ultrabook
ACER Gaming Nitro Lite 16 Nl16 71g 56wq,acer,Intel,Core I5,13420.0,3.4,16.0,DDR5,4800.0,2048.0,16.0,1920 x 1200,165.0,NVIDIA,1.95,Pin Li-ion 3 cell 53Wh Bộ chuyển đổi TypeC 100W,21990000.0,data/cellphones/detail_htmls\acer_9_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1565008025682183,0.271669341894061,0.8487158908507223,0.1111111111111111,21.99,0.518,0.272,True,True,True,False,False,False,True,53.0,0.32292595896520965,0.9,0.32292595896520965,1,0.7895,0.7704000000000001,0.361438375108038,0.2104418755401901,0.3860356439066551,True,True,False,False
ACER Nitro V Anv15 41 R2up,acer,AMD,Ryzen5,6600.0,3.3,16.0,DDR5,4800.0,4096.0,15.6,1920 x 1080,165.0,NVIDIA,2.1,"57Whr 4-cell, 135W AC Adapter",18690000.0,data/cellphones/detail_htmls\acer_5_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,1.0,0.1432584269662921,0.2215088282504013,0.5842696629213483,0.0881944444444444,18.69,0.512,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.8,0.4683318465655665,1,0.728,0.7136,0.3488745030250648,0.2542204284479565,0.3870376120508705,True,True,False,False
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr,acer,AMD,Ryzen5,7535.0,3.3,16.0,DDR5,4800.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",26990000.0,data/cellphones/detail_htmls\acer_7_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,1.0,0.1432584269662921,0.2215088282504013,0.5842696629213483,0.1458333333333333,26.99,0.512,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.848,0.8236,0.3488745030250648,0.2542204284479565,0.3870376120508705,True,True,False,False
ACER Aspire Lite 14 Al14 71m 52gq,acer,Intel,Core I5,12500.0,4.5,16.0,DDR5,4800.0,2048.0,14.0,1920 x 1200,60.0,Intel,1.55,3 cell 58WHrs,15990000.0,data/cellphones/detail_htmls\acer_10_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,1.0,0.3029695024077046,0.6408507223113964,0.2114767255216693,0.0694444444444444,15.99,0.591,0.641,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.55,0.5156110615521855,1,0.59775,0.5998,0.5328363439930855,0.5204870971724904,0.5507237742313866,False,False,False,False
Gaming ACER Nitro V 15 Propanel Anv15 51 73bt,acer,Intel,Core I7,13620.0,3.6,16.0,DDR5,5200.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell 135W 5.5 PHY Adapter,27990000.0,data/cellphones/detail_htmls\acer_12_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,1.0,0.1761637239165329,0.2215088282504013,0.5842696629213483,0.1527777777777778,27.99,0.528,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.8,0.4683318465655665,1,0.732,0.7184,0.3560745030250648,0.2542204284479565,0.3958776120508704,True,True,False,False
ACER Gaming Nitro V 15 Propanel Anv15 41 R9m1,acer,AMD,Ryzen5,7535.0,3.3,16.0,DDR5,4800.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 57Whr Bộ đổi nguồn AC 135W,21990000.0,data/cellphones/detail_htmls\acer_11_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1432584269662921,0.2215088282504013,0.5842696629213483,0.1111111111111111,21.99,0.512,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.9,0.4683318465655665,1,0.788,0.7686000000000001,0.3488745030250648,0.2542204284479565,0.3870376120508705,True,True,False,False
ACER Aspire 3 A315 58 53s6,acer,Intel,Core I5,1135.0,2.4,8.0,DDR4,2400.0,2048.0,15.6,1920 x 1080,60.0,Intel,1.7,36.7 Wh 2-cell Li-ion battery,15990000.0,data/cellphones/detail_htmls\acer_14_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,1.0,0.095505617977528,0.442215088282504,0.5842696629213483,0.0694444444444444,15.99,0.428,0.442,True,True,True,False,False,False,True,36.7,0.001784121320249777,0.55,0.001784121320249777,1,0.527,0.5209,0.3492832324978391,0.285220937770095,0.3640216421780466,False,False,False,False
ACER Aspire Lite Gen 2 Al14 52m 32kv,acer,Intel,Core I3,1305.0,3.3,8.0,DDR5,4800.0,2048.0,14.0,1920 x 1200,60.0,Intel,1.5,Pin Li-ion 3 cell 58Wh Bộ chuyển đổi 65W PD Type C,9990000.0,data/cellphones/detail_htmls\acer_13_specs.html,INTEL_UHD,INTEGRATED,False,0.6,1.0,0.1432584269662921,0.6898073836276084,0.2114767255216693,0.0277777777777777,9.99,0.452,0.69,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.473,0.4730999999999999,0.4871402765773552,0.5421564390665514,0.4858444122731202,False,False,False,False
ACER Aspire Lite 15 Al15 41p R3u5,acer,AMD,Ryzen7,5700.0,1.8,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,60.0,AMD,1.7,"Pin Li-ion 3 cell 58Wh, Bộ chuyển đổi 65W PD Type C",12990000.0,data/cellphones/detail_htmls\acer_15_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,1.0,0.0453451043338683,0.442215088282504,0.5842696629213483,0.0486111111111111,12.99,0.463,0.442,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.5,0.5156110615521855,1,0.53575,0.5339,0.4059947709593777,0.3569036300777873,0.4161283729472774,False,False,False,False
ACER Aspire Lite 16 Al16 51p 72s2,acer,Intel,Core I7,1255.0,3.5,24.0,DDR5,4800.0,2048.0,16.0,1920 x 1200,60.0,Intel,1.8,Li-ion Battery 58Whr 3-cell 65W PD Type-C Adapter,16990000.0,data/cellphones/detail_htmls\acer_17_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,1.0,0.1689406099518459,0.3591492776886035,0.8487158908507223,0.0763888888888889,16.99,0.524,0.359,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.55,0.5156110615521855,1,0.581,0.5797000000000001,0.4043717372515125,0.2666347697246573,0.4186942357081121,False,False,False,False
ACER Aspire Lite 15 Al15 42p R08m,acer,AMD,Ryzen7,7730.0,2.0,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,60.0,AMD,1.7,58Wh 3-cell Li-ion battery 65W Type-C Adapter,15490000.0,data/cellphones/detail_htmls\acer_16_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,1.0,0.0581861958266452,0.442215088282504,0.5842696629213483,0.0659722222222222,15.49,0.469,0.442,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.5,0.5156110615521855,1,0.53725,0.5357000000000001,0.4086947709593777,0.3569036300777873,0.4194433729472774,False,False,False,False
ACER Aspire Lite 15 Al15 71p 517d,acer,Intel,Core I5,12450.0,4.4,16.0,,4800.0,512.0,15.6,1920 x 1080,60.0,Intel,1.79,58Wh 3-cell Li-ion battery,15490000.0,data/cellphones/detail_htmls\acer_19_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.2451845906902086,0.372792937399679,0.5842696629213483,0.0659722222222222,15.49,0.523,0.373,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.52075,0.5244,0.4086970181503889,0.3256636621805161,0.4320963906037782,False,False,False,False
ACER Gaming Aspire 7 A715 59g 73lb,acer,Intel,Core I7,12650.0,3.5,16.0,DDR4,3200.0,4096.0,15.6,1920 x 1080,144.0,NVIDIA,1.99,"Pin Li-ion 3 cell 54,8Wh Bộ đổi nguồn AC 150W",23990000.0,data/cellphones/detail_htmls\acer_18_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1689406099518459,0.2520064205457464,0.5842696629213483,0.125,23.99,0.524,0.252,True,True,True,False,False,False,True,54.8,0.3800178412132025,0.9,0.3800178412132025,1,0.791,0.7722000000000001,0.3607178910976664,0.2605404988270156,0.397831150759353,True,True,False,False
ACER Gaming Nitro V 15 Propanel Anv15 41 R0fe,acer,AMD,Ryzen7,7735.0,3.2,16.0,DDR5,4800.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",25990000.0,data/cellphones/detail_htmls\acer_22_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1380417335473515,0.2215088282504013,0.5842696629213483,0.1388888888888889,25.99,0.509,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.9,0.4683318465655665,1,0.78725,0.7677,0.3475245030250647,0.2542204284479565,0.3853801120508704,True,True,False,False
ACER Aspire Lite Al16 51p 55n7,acer,Intel,Core I5,1235.0,3.3,16.0,DDR5,4800.0,2048.0,16.0,1920 x 1200,60.0,Intel,1.8,58Whr 3-cell 65W PD Type-C Adapter,14990000.0,data/cellphones/detail_htmls\acer_21_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.1432584269662921,0.3591492776886035,0.8487158908507223,0.0625,14.99,0.512,0.359,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.518,0.5211,0.3989717372515125,0.2666347697246573,0.4120642357081121,False,False,False,False
ACER Nitro V 15 Propanel Anv15 51 73uu,acer,Intel,Core I7,13620.0,3.6,16.0,DDR5,5200.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,"57Whr 4-cell, 135W 5.5 PHY Adapter",27990000.0,data/cellphones/detail_htmls\acer_20_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1761637239165329,0.2215088282504013,0.5842696629213483,0.1527777777777778,27.99,0.528,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.9,0.4683318465655665,1,0.792,0.7734000000000001,0.3560745030250648,0.2542204284479565,0.3958776120508704,True,True,False,False
ACER Gaming Predator Helios Neo 16 Ai Phn16 73 757w,acer,Intel,Core Ultra 7,255.0,4.5,32.0,DDR5,6400.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,2.7,Pin Li-ion 4 cell 90Wh Bộ đổi nguồn AC 230W,54990000.0,data/cellphones/detail_htmls\acer_23_specs.html,RTX 5060,DISCRETE_GAMING,False,1.0,1.0,0.3029695024077046,0.0200642054574639,0.8487158908507223,0.3402777777777778,54.99,0.651,0.02,True,True,True,False,True,False,True,90.0,0.9402319357716324,0.45,0.9402319357716324,1,0.58275,0.5928,0.4046613223854797,0.2220999506111865,0.4543675851957032,False,False,False,False
ACER Gaming Nitro V 15 Propanel Anv15 52 59aa,acer,Intel,Core I5,13420.0,3.4,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ chuyển đổi 135W 5.5PHY,28990000.0,data/cellphones/detail_htmls\acer_24_specs.html,RTX 5050,DISCRETE_GAMING,False,0.8,1.0,0.1565008025682183,0.2215088282504013,0.5842696629213483,0.1597222222222222,28.99,0.518,0.222,True,True,True,False,False,False,True,76.0,0.844335414808207,0.45,0.844335414808207,1,0.5195000000000001,0.5229,0.3881129645635263,0.3181627361402642,0.4195833812816397,False,False,False,False
ACER Aspire Lite 15 Al15 72p 581v,acer,Intel,Core I5,13500.0,3.5,16.0,DDR5,4800.0,2048.0,15.6,1920 x 1080,60.0,Intel,1.79,Pin Li-ion 3 cell 58Wh Bộ đổi nguồn AC 90W,15990000.0,data/cellphones/detail_htmls\acer_27_specs.html,INTEL_UHD,INTEGRATED,False,0.8,1.0,0.1689406099518459,0.372792937399679,0.5842696629213483,0.0694444444444444,15.99,0.524,0.373,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.521,0.5247,0.4091470181503889,0.3256636621805161,0.4326488906037782,False,False,False,False
ACER Aspire Lite 15 Al15 72p 7232,acer,Intel,Core I7,13620.0,3.6,16.0,DDR5,4800.0,2048.0,15.6,1920 x 1080,60.0,Intel,1.79,58Wh 3-cell Li-ion battery 90W AC adapter,16990000.0,data/cellphones/detail_htmls\acer_25_specs.html,INTEL_UHD,INTEGRATED,False,0.8,1.0,0.1761637239165329,0.372792937399679,0.5842696629213483,0.0763888888888889,16.99,0.528,0.373,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.522,0.5259,0.410947018150389,0.3256636621805161,0.4348588906037783,False,False,False,False
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4,acer,AMD,Ryzen7,7735.0,3.2,16.0,DDR5,4800.0,4096.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 57Whr Bộ đổi nguồn AC 135W,26990000.0,data/cellphones/detail_htmls\acer_26_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,1.0,0.1380417335473515,0.2215088282504013,0.5842696629213483,0.1458333333333333,26.99,0.509,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.84725,0.8227000000000001,0.3475245030250647,0.2542204284479565,0.3853801120508704,True,True,False,False
ACER Gaming Nitro V 15 Propanel Anv15 52 72bm,acer,Intel,Core I7,13620.0,3.6,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ chuyển đổi 135W 5.5PHY,30990000.0,data/cellphones/detail_htmls\acer_28_specs.html,RTX 5050,DISCRETE_GAMING,False,0.8,1.0,0.1761637239165329,0.2215088282504013,0.5842696629213483,0.1736111111111111,30.99,0.528,0.222,True,True,True,False,False,False,True,76.0,0.844335414808207,0.45,0.844335414808207,1,0.522,0.5259,0.3926129645635264,0.3181627361402642,0.4251083812816397,False,False,False,False
ACER Swift Lite 14 Ai Sfl14 51m 56hs,acer,Intel,Core Ultra 5,125.0,3.6,16.0,DDR5,4800.0,2048.0,14.0,1920 x 1200,60.0,Intel,1.27,58Whr 3-cell 65W PD Type-C Adapter,19990000.0,data/cellphones/detail_htmls\acer_29_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.1761637239165329,0.9073033707865168,0.2114767255216693,0.0972222222222222,19.99,0.528,0.907,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.522,0.5259,0.5974638720829731,0.6400296332880602,0.58166466909495,False,False,False,False
ACER Swift Lite 14 Ai Sfl14 51m 78xz,acer,Intel,Core Ultra 7,155.0,3.8,16.0,DDR5,5600.0,2048.0,14.0,1920 x 1200,60.0,Intel,1.27,58Whr 3-cell 65W PD Type-C Adapter,22990000.0,data/cellphones/detail_htmls\acer_32_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.1865971107544141,0.9073033707865168,0.2114767255216693,0.1180555555555555,22.99,0.533,0.907,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.52325,0.5274000000000001,0.5997138720829731,0.6400296332880602,0.58442716909495,False,False,False,False
ACER Aspire Go 14 Ai Ag14 71m 57wr,acer,Intel,Core Ultra 5,125.0,3.6,16.0,DDR5,5600.0,2048.0,14.0,1920 x 1200,60.0,Intel,1.5,Pin Li-ion 3 cell 55 Wh Bộ chuyển đổi AC USB Type-C 65 W PD,18990000.0,data/cellphones/detail_htmls\acer_30_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.1761637239165329,0.6898073836276084,0.2114767255216693,0.0902777777777777,18.99,0.528,0.69,True,True,True,True,False,True,False,55.0,0.3862622658340767,0.45,0.3862622658340767,1,0.522,0.5259,0.5155710458081244,0.5320602852203975,0.5232190276577355,False,False,False,False
ACER Swift 14 Ai Sf14 51 53p9,acer,Intel,Core Ultra 5,226.0,3.5,16.0,LPDDR5X,8533.0,1024.0,14.0,2880 x 1800,90.0,Intel,1.26,"Pin Li-ion 3 cell 65 Wh 3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0",34990000.0,data/cellphones/detail_htmls\acer_31_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.1689406099518459,0.913322632423756,0.2114767255216693,0.2013888888888889,34.99,0.524,0.913,True,True,True,True,False,True,False,65.0,0.6418376449598573,0.45,0.6418376449598573,1,0.521,0.5247,0.6112321521175454,0.6662959933325101,0.5917136671193974,False,False,True,True
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R9zv,acer,AMD,Ryzen AI 7,350.0,5.0,32.0,DDR5,5600.0,4096.0,16.0,2560 x 1600,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 135W,44990000.0,data/cellphones/detail_htmls\acer_34_specs.html,RTX 5060,DISCRETE_GAMING,False,1.0,1.0,0.8138041733547352,0.2215088282504013,0.8487158908507223,0.2708333333333333,44.99,0.907,0.222,True,True,True,False,False,False,True,76.0,0.844335414808207,0.45,0.844335414808207,1,0.64675,0.6696000000000001,0.5631629645635263,0.2652734905543894,0.6239280321644648,True,True,False,False
ACER Swift 14 Ai Sf14 51 75vp,acer,Intel,Core Ultra 7,258.0,3.7,32.0,LPDDR5X,8533.0,1024.0,14.0,2880 x 1800,90.0,Intel,1.26,"Pin Li-ion 3 cell 65 Wh 3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0",39990000.0,data/cellphones/detail_htmls\acer_33_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.1813804173354735,0.913322632423756,0.2114767255216693,0.2361111111111111,39.99,0.591,0.913,True,True,True,True,False,True,False,65.0,0.6418376449598573,0.45,0.6418376449598573,1,0.56775,0.5748,0.6413821521175453,0.6662959933325101,0.6287311671193974,False,False,True,True
ACER Gaming Nitro 16 Ai Propanel An16s 61 R5f4,acer,AMD,Ryzen AI 7,350.0,3.5,16.0,DDR5,5600.0,4096.0,16.0,1920 x 1200,180.0,NVIDIA,2.18,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 230W,42990000.0,data/cellphones/detail_htmls\acer_42_specs.html,RTX 5060,DISCRETE_GAMING,False,0.8,1.0,0.1689406099518459,0.1886035313001605,0.8487158908507223,0.2569444444444444,42.99,0.524,0.189,True,True,True,False,False,False,True,76.0,0.844335414808207,0.45,0.844335414808207,1,0.521,0.5247,0.3795770095073466,0.2508272626250154,0.404375106803309,False,False,False,False
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R0b8,acer,AMD,Ryzen AI 5,340.0,4.8,16.0,DDR5,5600.0,4096.0,16.0,1920 x 1200,180.0,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 135W,34990000.0,data/cellphones/detail_htmls\acer_47_specs.html,RTX 5050,DISCRETE_GAMING,False,0.8,1.0,0.6460674157303371,0.2215088282504013,0.8487158908507223,0.2013888888888889,34.99,0.763,0.222,True,True,True,False,False,False,True,76.0,0.844335414808207,0.45,0.844335414808207,1,0.58075,0.5964,0.4983629645635263,0.2652734905543894,0.5443680321644648,False,False,False,False
Gaming ACER Nitro 5 Tiger An515 58 52sp,acer,Intel,Core I5,12500.0,4.5,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,144.0,NVIDIA,2.5,"4-cell, 57.5 Wh",27990000.0,data/cellphones/detail_htmls\acer_50_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.3029695024077046,0.052969502407704705,0.5842696629213483,0.1527777777777778,27.99,0.591,0.053,True,True,True,False,True,False,True,57.5,0.5004460303300624,0.9,0.5004460303300624,1,0.8077500000000001,0.7923,0.3266781763180639,0.1804215798246697,0.3899394953080627,True,True,False,False
ACER Gaming Aspire 7 A715 76 53pj,acer,Intel,Core I5,12450.0,4.4,16.0,DDR4,3200.0,1024.0,15.6,1920 x 1080,60.0,Intel,2.1,"3-cell, 50Wh",16990000.0,data/cellphones/detail_htmls\acer_51_specs.html,INTEL_UHD,INTEGRATED,False,0.8,1.0,0.2451845906902086,0.2215088282504013,0.5842696629213483,0.0763888888888889,16.99,0.563,0.222,True,True,True,False,False,False,True,50.0,0.25111507582515613,0.45,0.25111507582515613,1,0.53075,0.5364,0.3583629645635263,0.2306627361402642,0.4044458812816397,False,False,False,False
ACER Swift Go 14 Ai Sfg14 73 71zx,acer,Intel,Core Ultra 7,155.0,3.8,16.0,LPDDR5X,6400.0,512.0,14.0,2880 x 1800,120.0,Intel,1.3,"4 cell 65 Wh , Pin liền",26990000.0,data/cellphones/detail_htmls\acer_52_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.1865971107544141,0.8900481540930979,0.2114767255216693,0.1458333333333333,26.99,0.493,0.89,True,True,True,True,False,True,False,65.0,0.6418376449598573,0.45,0.6418376449598573,1,0.51325,0.5154000000000001,0.589136084701815,0.6558224780837141,0.5688257337325595,False,False,False,True
ACER Gaming Aspire 5 A515 58gm 53pz,acer,Intel,Core I5,13420.0,3.4,16.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,60.0,NVIDIA,1.7,50Wh Li-ion,20490000.0,data/cellphones/detail_htmls\acer_53_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,1.0,0.1565008025682183,0.442215088282504,0.5842696629213483,0.1006944444444444,20.49,0.518,0.442,True,True,True,False,False,False,True,50.0,0.25111507582515613,0.8,0.25111507582515613,1,0.7294999999999999,0.7154,0.4153601555747623,0.3299805531547105,0.4342081806395851,True,True,False,False
ACER Aspire 7 A715 76g 5806,acer,Intel,Core I5,12450.0,2.0,16.0,DDR4,3200.0,1024.0,15.6,1920 x 1080,144.0,NVIDIA,2.1,"3-cell Li-ion, 50 Wh",22990000.0,data/cellphones/detail_htmls\acer_54_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.0581861958266452,0.2215088282504013,0.5842696629213483,0.1180555555555555,22.99,0.469,0.222,True,True,True,False,False,False,True,50.0,0.25111507582515613,0.9,0.25111507582515613,1,0.77725,0.7557,0.3160629645635263,0.2306627361402642,0.3525108812816396,True,True,False,False
Gaming ACER Nitro V Anv15 51 55ca,acer,Intel,Core I5,13420.0,4.6,16.0,DDR5,5200.0,2048.0,15.6,1920 x 1080,144.0,NVIDIA,2.1,"4 cell, 57Wh",27990000.0,data/cellphones/detail_htmls\acer_56_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,1.0,0.4534510433386838,0.2215088282504013,0.5842696629213483,0.1527777777777778,27.99,0.667,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.88675,0.8701,0.4186245030250648,0.2542204284479565,0.4726751120508705,True,True,False,False
Gaming ACER Nitro V Anv15 51 58an,acer,Intel,Core I5,13420.0,4.6,16.0,DDR5,5200.0,2048.0,15.6,1920 x 1080,144.0,NVIDIA,2.1,4 cell - 57 Wh,21490000.0,data/cellphones/detail_htmls\acer_55_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,1.0,0.4534510433386838,0.2215088282504013,0.5842696629213483,0.1076388888888889,21.49,0.667,0.222,True,True,True,False,False,False,True,57.0,0.4683318465655665,0.8,0.4683318465655665,1,0.7667499999999999,0.7601000000000001,0.4186245030250648,0.2542204284479565,0.4726751120508705,True,True,False,False
Gaming ACER Nitro 5 Eagle An515 57 54mv,acer,Intel,Core I5,11400.0,2.6,8.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,144.0,NVIDIA,2.2,"4-cell, 57.5 Wh",26490000.0,data/cellphones/detail_htmls\acer_57_specs.html,RTX 3050,DISCRETE_GAMING,False,0.6,1.0,0.1111556982343499,0.1761637239165329,0.5842696629213483,0.1423611111111111,26.49,0.436,0.176,True,True,True,False,False,False,True,57.5,0.5004460303300624,0.9,0.5004460303300624,1,0.739,0.7158,0.3000461538461538,0.2358589795036424,0.3347925651314977,True,True,False,False
ACER Aspire 3 A314 42p R3b3,acer,AMD,Ryzen7,5700.0,4.3,16.0,LPDDR4X,,1024.0,14.0,1920 x 1200,60.0,AMD,1.4,3 cell 50 Wh,13990000.0,data/cellphones/detail_htmls\acer_59_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,1.0,0.2146869983948635,0.7885232744783306,0.2114767255216693,0.0555555555555555,13.99,0.547,0.789,True,True,True,True,False,True,False,50.0,0.25111507582515613,0.5,0.25111507582515613,1,0.55675,0.5591,0.5490562229904926,0.5596555130262996,0.5504564029509816,False,False,False,False
ACER Aspire 3 Spin 14 A3sp14 31pt 387z,acer,Intel,Core I3,305.0,4.6,8.0,LPDDR5,,512.0,14.0,1920 x 1200,60.0,Intel,1.5,40Wh Li-ion battery,14990000.0,data/cellphones/detail_htmls\acer_61_specs.html,INTEL_UHD,INTEGRATED,False,0.6,0.8,0.4534510433386838,0.6898073836276084,0.2114767255216693,0.0625,14.99,0.567,0.69,True,True,True,True,False,True,False,40.0,0.0231935771632471,0.45,0.0231935771632471,1,0.50175,0.5075999999999999,0.5042748919619706,0.4815795159896283,0.5216896045808125,False,False,False,False
ACER Gaming Aspire 7 A715 76g 73fm,acer,Intel,Core I7,12650.0,4.6,16.0,DDR4,3200.0,1024.0,15.6,1920 x 1080,144.0,NVIDIA,2.1,50 Wh 3-cell Li-ion battery,23990000.0,data/cellphones/detail_htmls\acer_58_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,1.0,0.4534510433386838,0.2215088282504013,0.5842696629213483,0.125,23.99,0.667,0.222,True,True,True,False,False,False,True,50.0,0.25111507582515613,0.8,0.25111507582515613,1,0.7667499999999999,0.7601000000000001,0.4051629645635264,0.2306627361402642,0.4619058812816397,True,True,False,False
Gaming ACER Nitro 5 An515 58 52sp 43910,acer,Intel,Core I5,12500.0,3.3,8.0,DDR4,3200.0,2048.0,15.6,1920 x 1080,144.0,NVIDIA,2.5,"4-cell, 57.5 Wh",27990000.0,data/cellphones/detail_htmls\acer_60_specs.html,RTX 3050,DISCRETE_GAMING,False,0.6,1.0,0.1432584269662921,0.052969502407704705,0.5842696629213483,0.1527777777777778,27.99,0.452,0.053,True,True,True,False,True,False,True,57.5,0.5004460303300624,0.9,0.5004460303300624,1,0.743,0.7206,0.2641281763180639,0.1804215798246697,0.3131419953080627,True,True,False,False
Gaming ACER Nitro V Anv16 41 R6na,acer,AMD,Ryzen7,8845.0,3.8,16.0,DDR5,5600.0,2048.0,16.0,1920 x 1200,165.0,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,34990000.0,data/cellphones/detail_htmls\acer_65_specs.html,RTX 4060,DISCRETE_GAMING,False,0.8,1.0,0.1865971107544141,0.052969502407704705,0.8487158908507223,0.2013888888888889,34.99,0.533,0.053,True,True,True,False,True,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.85325,0.8299000000000001,0.2996166378565255,0.1258496419311026,0.3465474154216569,True,True,False,False
